index;name;album;artist;release_date;length;popularity;mode;acousticness;danceability;energy;instrumentalness;liveness;valence;loudness;speechiness;tempo;duration_ms;time_signature;genre;url
2013;Something Just Like This;Memories...Do Not Open;The Chainsmokers;42832;247160;82;0;0,0498;0,617;0,635;0,0000144;0,164;0,446;-6,769;0,0317;103,019;247160;4;['dance pop', 'edm', 'electropop', 'pop', 'tropical house'];https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
2014;New Rules;Dua Lipa (Deluxe);Dua Lipa;42888;209320;80;0;0,00261;0,762;0,7;0,0000156;0,153;0,608;-6,021;0,0694;116,073;209320;4;['dance pop', 'pop', 'uk pop'];https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
2015;Coração de Aço;Coração de Aço - Single;Hungria Hip Hop;42936;244141;65;1;0,838;0,803;0,328;0;0,572;0,288;-13,111;0,202;133,956;244142;4;['brazilian edm', 'brazilian hip hop', 'rap df', 'trap brasileiro'];https://open.spotify.com/track/6waLZw9qNP36DtHFPeyTz6
2016;Na Conta Da Loucura - Ao Vivo;Ensaio (Ao Vivo);Bruno & Marrone;42979;165074;65;0;0,289;0,746;0,822;0;0,156;0,735;-5,634;0,0735;136,121;165075;4;['sertanejo', 'sertanejo universitario'];https://open.spotify.com/track/2EVaHMfXlWw4ANf6Mb8c5P
2017;Treat You Better;Illuminate;Shawn Mendes;42845;187973;81;0;0,106;0,444;0,819;0;0,107;0,747;-4,078;0,341;82,695;187973;4;['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop'];https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
2018;There's Nothing Holdin' Me Back;Illuminate (Deluxe);Shawn Mendes;42845;199440;81;0;0,38;0,866;0,813;0;0,0779;0,969;-4,063;0,0554;121,998;199440;4;['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop'];https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml
2019;Seja Para Mim - Acústico;Seja Para Mim (Acústico);Maneva;42916;181129;64;1;0,81;0,79;0,363;0,000393;0,11;0,36;-14,371;0,0774;123,982;181130;4;['brazilian reggae', 'pop nacional'];https://open.spotify.com/track/1GKEM5KnfB07YrtTE7l6ft
2020;Anti-Amor - Ao Vivo;Ao Vivo em São Paulo / SP;Gustavo Mioto;43091;165360;64;1;0,463;0,643;0,541;0;0,381;0,499;-8,786;0,0777;132,143;165360;4;['sertanejo', 'sertanejo pop', 'sertanejo universitario'];https://open.spotify.com/track/7JdZZfozlODQ08ATf8xIZ6
2021;Linda;A Milenar Arte De Meter O Louco;Projota;42944;175270;64;1;0,0323;0,781;0,706;0,00000121;0,0597;0,709;-3,344;0,114;146,002;175270;4;['brazilian edm', 'brazilian hip hop', 'pop nacional'];https://open.spotify.com/track/6wnCBT8ip4i9HRhM3HVk6d
2022;Dusk Till Dawn - Radio Edit;Dusk Till Dawn (Radio Edit);ZAYN;42985;239000;82;0;0,101;0,258;0,437;0,00000127;0,106;0,0967;-6,593;0,039;180,043;239000;4;['dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop'];https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
2023;4 da manhã;4 da manhã;UM44K;42853;216428;64;0;0,66;0,794;0,474;0;0,112;0,857;-6,993;0,0387;111,971;216429;4;['funk carioca', 'nova mpb', 'pop rap brasileiro', 'sertanejo pop'];https://open.spotify.com/track/5xVJU6DJHnmHnbbKS56yCC
2024;IDGAF;Dua Lipa (Deluxe);Dua Lipa;42888;217946;80;1;0,0403;0,836;0,544;0;0,0824;0,51;-5,975;0,0943;97,028;217947;4;['dance pop', 'pop', 'uk pop'];https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
2025;Aquela Pessoa - Ao Vivo;O Céu Explica Tudo (Ao Vivo);Henrique & Juliano;42923;163120;64;1;0,535;0,688;0,744;0;0,376;0,751;-5,739;0,0351;108,059;163120;4;['pagode', 'pagode novo'];https://open.spotify.com/track/3A1LphuJ5lQD6NjPtxtYFh
2026;Fui Dando Porrada (feat. Clayton e Romário);Eduardo Costa na Fazenda;Eduardo Costa;43035;264394;64;1;0,462;0,692;0,665;0;0,453;0,714;-5,028;0,0321;119,671;264395;4;['sertanejo', 'sertanejo pop', 'sertanejo universitario'];https://open.spotify.com/track/7rhhzD1EaKiqWPuVY32xNl
2027;Apelido Carinhoso;Buteco do Gusttavo Lima, Vol. 2;Gusttavo Lima;43070;199701;64;1;0,12;0,708;0,82;0;0,131;0,654;-6,283;0,0839;146,038;199701;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/6wXYGqXCLtEHx4VDb2TPcM
2028;Trem-Bala;Trem-Bala;Ana Vilela;42867;180319;64;1;0,85;0,45;0,318;0;0,101;0,492;-9,474;0,0324;93,344;180319;4;['mpb', 'nova mpb'];https://open.spotify.com/track/05QeyKGAn4TZrv41tMiD1A
2029;Downtown;Downtown;Anitta;43058;193456;72;0;0,18;0,775;0,679;0,0000726;0,068;0,619;-4,985;0,135;166,008;193456;4;['funk carioca', 'funk das antigas', 'funk pop', 'pagode baiano', 'pop nacional'];https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
2030;Jó;Milagre;Midian Lima;42905;311936;64;1;0,573;0,329;0,447;0;0,945;0,224;-8,319;0,0324;130,769;311937;4;['adoracao', 'brazilian gospel'];https://open.spotify.com/track/50rAuUPCO4xCW4cYGY6gRE
2031;Amor Da Sua Cama;Amor Da Sua Cama;Felipe Araújo;43007;188309;63;1;0,304;0,608;0,694;0;0,157;0,628;-6,859;0,199;168,136;188309;4;['funk carioca', 'sertanejo pop', 'sertanejo universitario'];https://open.spotify.com/track/5rq31V6YJVklhB7HxXn9I8
2032;Anos Luz;Anos Luz;Matuê;43049;264035;63;0;0,375;0,634;0,498;0;0,115;0,299;-10,242;0,103;109,817;264036;4;['r&b brasileiro', 'rap cearense', 'trap brasileiro'];https://open.spotify.com/track/0GYPcKDlsb8WEtJkkKdtgH
2033;Não Troco;Não Troco;Hungria Hip Hop;43062;277400;63;1;0,657;0,779;0,196;0;0,204;0,63;-17,355;0,334;150,03;277400;4;['brazilian edm', 'brazilian hip hop', 'rap df', 'trap brasileiro'];https://open.spotify.com/track/0eDFrr2qgbIPQSU9YQeAXM
2034;Te Amo Disgraça;Esú;Baco Exu do Blues;42982;290400;63;0;0,584;0,774;0,234;0;0,117;0,277;-14,176;0,332;100,044;290400;4;['brazilian hip hop', 'pop rap brasileiro', 'rap baiano', 'trap brasileiro'];https://open.spotify.com/track/5B4611SCn4puXahrf7rqkj
2035;Beijo De Varanda - Ao Vivo;Ensaio (Ao Vivo);Bruno & Marrone;42979;161678;63;1;0,33;0,801;0,812;0;0,208;0,76;-5,097;0,132;140,062;161678;4;['sertanejo', 'sertanejo universitario'];https://open.spotify.com/track/2E8Shaw5menB7ImgCQA4th
2036;Cobertor de Orelha - Ao Vivo;Misturadin (Ao Vivo);Turma do Pagode;42962;156921;63;1;0,773;0,611;0,849;0;0,982;0,907;-6,652;0,0415;80,067;156921;4;['funk carioca', 'pagode', 'pagode novo', 'sertanejo universitario'];https://open.spotify.com/track/1XCKlzIqaehohdUTihetGN
2037;Vai malandra (feat. Tropkillaz & DJ Yuri Martins);Vai malandra (feat. Tropkillaz & DJ Yuri Martins);Various Artists;43087;201532;66;1;0,0227;0,876;0,55;0,0000452;0,294;0,557;-5,464;0,152;129,924;201532;4;['reggaeton', 'reggaeton flow'];https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
2038;Mercy;Illuminate (Deluxe);Shawn Mendes;42845;208733;79;0;0,125;0,555;0,662;0;0,111;0,356;-4,952;0,0827;148,128;208733;4;['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop'];https://open.spotify.com/track/0AS63m1wHv9n4VVRizK6Hc
2039;Tem Café;Melhor Viagem;Gaab;42993;262687;63;0;0,0346;0,694;0,506;0;0,0774;0,263;-10,272;0,29;169,866;262687;4;['sertanejo'];https://open.spotify.com/track/4lNriuYNZD2YP2OPG6xOte
2040;Que Amor É Esse;Que Amor É Esse;Luma Elpidio;43084;420977;62;1;0,124;0,613;0,473;0;0,0842;0,157;-6,548;0,0305;129,788;420977;4;['adoracao'];https://open.spotify.com/track/4s4u2eH7wfzvxWV4CwKzsS
2041;Best Part (feat. H.E.R.);Freudian;Daniel Caesar;42972;209831;78;1;0,808;0,524;0,364;0;0,1;0,436;-10,209;0,0367;75,24;209831;4;['canadian contemporary r&b', 'pop'];https://open.spotify.com/track/1RMJOxR6GRPsBHL8qeC2ux
2042;Whatever It Takes;Evolve;Imagine Dragons;42909;201240;80;0;0,0362;0,672;0,655;0;0,117;0,556;-5,021;0,0311;134,945;201240;4;['modern rock', 'pop', 'rock'];https://open.spotify.com/track/6Qn5zhYkTa37e91HC1D7lb
2043;Contramão - Ao Vivo;Ao Vivo em São Paulo / SP;Gustavo Mioto;43091;191866;62;1;0,821;0,648;0,253;0;0,905;0,433;-10,445;0,0492;133,119;191867;4;['sertanejo', 'sertanejo pop', 'sertanejo universitario'];https://open.spotify.com/track/4XAG36kbBEarr5pHv44wDn
2044;O Alvo (feat. Henrique & Juliano) - Ao Vivo;O Alvo (feat. Henrique & Juliano) [Ao Vivo];Diego & Victor Hugo;43070;164956;62;1;0,543;0,551;0,808;0;0,742;0,505;-3,367;0,0494;126,821;164956;4;['sertanejo', 'sertanejo pop', 'sertanejo universitario'];https://open.spotify.com/track/5Vw6ZLNB6Ko7VZM6vmNIbr
2045;Sunshine;Sunshine;Cat Dealers;43070;183934;64;0;0,138;0,697;0,674;0,000247;0,119;0,455;-5,422;0,0368;121,984;183934;4;['brazilian edm', 'funk carioca'];https://open.spotify.com/track/36wm1WBVArEbnIgtkT3abj
2046;Anos Luz;Anos Luz;Matuê;43067;264045;62;0;0,384;0,628;0,398;0;0,104;0,333;-14,111;0,153;109,762;264046;4;['r&b brasileiro', 'rap cearense', 'trap brasileiro'];https://open.spotify.com/track/6J8UJNZrIwvcpsWHvSkwXn
2047;Legends Never Die;Legends Never Die;League of Legends;42993;235000;81;0;0,00786;0,498;0,598;0;0,111;0,0573;-6,638;0,0377;140,078;235000;4;['video game music'];https://open.spotify.com/track/1FpVJ7HpZInE2GvhVE2TwT
2048;Big Jet Plane;Big Jet Plane;Alok;43017;182146;63;1;0,113;0,647;0,713;0,00703;0,146;0,277;-5,874;0,0256;124,982;182147;4;['brazilian edm', 'edm', 'electro house', 'pop house'];https://open.spotify.com/track/1xd3OqTbx17HutN7RfJOTj
2049;Sign of the Times;Harry Styles;Harry Styles;42867;340706;82;1;0,0275;0,516;0,595;0;0,109;0,222;-4,63;0,0313;119,972;340707;4;['pop', 'post-teen pop'];https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
2050;Vidinha de Balada - Ao Vivo;O Céu Explica Tudo (Ao Vivo);Henrique & Juliano;42923;186980;62;1;0,196;0,648;0,833;0;0,313;0,691;-6,323;0,258;135,666;186981;4;['pagode', 'pagode novo'];https://open.spotify.com/track/2g2ZjM1GjY9Lf2Ff0L94Ul
2051;Infinity;Feel Something;Jaymes Young;42909;237720;77;0;0,148;0,671;0,673;0,0000529;0,304;0,494;-6,941;0,0444;121,963;237720;4;['indie poptimism', 'modern rock', 'pop'];https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
2052;Som de Chuva para Dormir - Parte 01;Chuva Suave (Sem Trovões);Para Dormir;42802;80651;62;1;0,137;0,176;0,913;0,998;0,723;0,00898;-27,663;0,0502;55,743;80652;4;['musica para ninos'];https://open.spotify.com/track/4HQqaRD7s2ZwDmnPU1K0LS
2053;Dias Melhores - Acústico;Acústico Jota Quest;Jota Quest;43000;319986;62;1;0,0971;0,628;0,662;0,000136;0,958;0,357;-9,985;0,0243;104,027;319986;4;['brazilian rock', 'mpb', 'pop rock brasileiro', 'rock mineiro', 'rock nacional brasileiro', 'sertanejo universitario'];https://open.spotify.com/track/6uCpQP4SZxRaMiqwHZwnNy
2054;Me Espera;Meu Canto - EP;Sandy;42860;230786;62;1;0,249;0,546;0,383;0,00296;0,0967;0,222;-10,705;0,0279;104,977;230787;4;['meme rap'];https://open.spotify.com/track/27hUD1YdTO5dmRw0V5bOqD
2055;Quero Conhecer Jesus;O Fogo Nunca Dorme;Alessandro Vilas Boas;43003;360187;61;0;0,615;0,431;0,382;0,00164;0,16;0,0576;-8,367;0,0308;129,857;360188;4;['adoracao', 'brazilian gospel'];https://open.spotify.com/track/7vbGO3jX627bSq7rgTeWfJ
2056;Wolves;Wolves;Selena Gomez;43033;197993;80;0;0,124;0,724;0,804;0;0,204;0,306;-4,614;0,0448;124,987;197993;4;['k-pop', 'k-pop girl group'];https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU
2057;Naked;Naked;James Arthur;43063;234106;75;1;0,104;0,529;0,607;0;0,0631;0,238;-6,781;0,0574;101,966;234107;4;['pop', 'post-teen pop', 'talent show', 'uk pop'];https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl
2058;De Quem É a Culpa? - Ao Vivo;Realidade - Ao Vivo Em Manaus;Marília Mendonça;42800;202066;61;1;0,901;0,604;0,433;0;0,676;0,257;-6,256;0,0339;139,696;202067;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/4YhPcVIxIAJrLhFVPGbJkE
2059;Fuego;Fuego;Alok;42793;188852;65;1;0,135;0,72;0,643;0,812;0,112;0,325;-7,691;0,0369;122,012;188852;4;['brazilian edm', 'edm', 'electro house', 'pop house'];https://open.spotify.com/track/30pVSKdzBpZ9Np4Y2bJbFM
2060;Gravity (feat. Magga & Evokings);Gravity (feat. Magga & Evokings);Cat Dealers;42748;274826;62;0;0,0121;0,727;0,638;0,000218;0,0647;0,113;-4,534;0,04;124,02;274827;4;['brazilian edm', 'funk carioca'];https://open.spotify.com/track/1eumDcFTsoLPEN31viUhkt
2061;A Gente Nunca Conversou (Ei Moça);A Gente Nunca Conversou (Ei Moça);Lagum;42944;100284;61;1;0,82;0,587;0,188;0,0000121;0,338;0,531;-16,071;0,0943;80,245;100284;4;['belo horizonte indie', 'brazilian edm', 'funk carioca', 'nova mpb'];https://open.spotify.com/track/3b6iG7ZPlLxV84GU6AtyXi
2062;Human;Human (Deluxe);Rag'n'Bone Man;42776;200186;77;1;0,393;0,602;0,707;0;0,165;0,554;-4,097;0,302;75,09;200187;4;['neo soul'];https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O
2063;Body;Body;Loud Luxury;43035;163216;76;1;0,0476;0,752;0,764;0,0000944;0,0543;0,582;-4,399;0,038;121,958;163216;4;['dance pop', 'edm', 'electro house', 'pop', 'pop edm', 'tropical house'];https://open.spotify.com/track/21RzyxY3EFaxVy6K4RqaU9
2064;Hold On;Hold On;Chord Overstreet;42769;198853;82;1;0,469;0,618;0,443;0;0,0829;0,167;-9,681;0,0526;119,949;198853;4;['acoustic pop'];https://open.spotify.com/track/5vjLSffimiIP26QG5WcN2K
2065;Love Is a Bitch;Love Is a Bitch;Two Feet;42874;181466;76;0;0,614;0,532;0,178;0,14;0,0985;0,103;-9,754;0,0541;149,879;181467;3;['indie poptimism', 'modern rock'];https://open.spotify.com/track/6MiVIH3fQlmz44jGx2DXn4
2066;Fazer Falta;Fazer Falta;Mc Livinho;42880;210960;61;0;0,0133;0,532;0,467;0,00000291;0,226;0,249;-6,499;0,117;76,792;210960;5;['brega funk', 'funk carioca', 'funk das antigas', 'funk ostentacao'];https://open.spotify.com/track/6pSYjx66rlqRmGGTHhnjCo
2067;Nessas Horas - Ao Vivo;Na Praia 2 (Ao Vivo);Matheus & Kauan;42804;208930;60;1;0,745;0,473;0,51;0;0,701;0,565;-5,56;0,0379;111,259;208930;5;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/1MnUXXQEuzlJFNF5xMH1XQ
2068;De Trás Pra Frente - Ao Vivo;O Céu Explica Tudo (Ao Vivo);Henrique & Juliano;42923;157600;60;1;0,802;0,565;0,586;0;0,254;0,677;-7,16;0,0306;95,986;157600;4;['pagode', 'pagode novo'];https://open.spotify.com/track/2x67AU9q3lf7cfPSzxCDsL
2069;Poesia Acústica #1: Descompasso do Compasso;Poesia Acústica #1: Descompasso do Compasso;Various Artists;42882;219428;60;1;0,782;0,752;0,434;0;0,0586;0,944;-10,759;0,453;140,06;219429;4;['reggaeton', 'reggaeton flow'];https://open.spotify.com/track/3MmG2m3axMEYjs3wMNLvF6
2070;I Don’t Wanna Live Forever (Fifty Shades Darker);reputation Stadium Tour Surprise Song Playlist;Taylor Swift;43048;247160;78;1;0,0586;0,731;0,445;0,0000196;0,14;0,106;-8,418;0,0533;117,97;247160;4;['dance pop', 'pop', 'post-teen pop'];https://open.spotify.com/track/55n9yjI6qqXh5F2mYvUc2y
2071;ocean eyes;dont smile at me;Billie Eilish;43091;200379;82;0;0,816;0,511;0,363;0,0317;0,084;0,169;-7,65;0,041;144,892;200379;4;['electropop', 'pop'];https://open.spotify.com/track/7hDVYcQq6MxkdJGweuCtl9
2072;Dona Maria;Dona Maria;Thiago Brava;43028;187998;61;1;0,846;0,746;0,447;0;0,201;0,924;-7,485;0,118;139,994;187999;4;['funk carioca', 'sertanejo pop', 'sertanejo universitario'];https://open.spotify.com/track/0dGqIEsFN3KakdPCMkgjre
2073;Minha Morada - Ao Vivo;Pra Te Contar Os Meus Segredos (Ao Vivo);Isadora Pompeo;43067;411000;60;0;0,107;0,492;0,435;0;0,948;0,11;-8,633;0,0292;139,989;411000;4;['adoracao', 'brazilian gospel'];https://open.spotify.com/track/4ndpiHFCHD9vMT39QFzkXU
2074;Hey, Pai - Ao Vivo;Pra Te Contar Os Meus Segredos (Ao Vivo);Isadora Pompeo;43067;224920;60;1;0,698;0,709;0,405;0;0,698;0,588;-9,321;0,0414;144,767;224920;4;['adoracao', 'brazilian gospel'];https://open.spotify.com/track/2teN6PUfXmdwrZxHokeAHM
2075;idontwannabeyouanymore;dont smile at me;Billie Eilish;43091;203569;81;1;0,737;0,483;0,412;0;0,116;0,247;-8,461;0,0402;170,163;203569;3;['electropop', 'pop'];https://open.spotify.com/track/41zXlQxzTi6cGAjpOXyLYH
2076;Raspão (feat. Simone & Simaria) - Ao Vivo;De Braços Abertos (Ao Vivo);Henrique & Diego;42832;192946;60;1;0,255;0,598;0,885;0;0,965;0,648;-3,383;0,0509;113,919;192947;4;['sertanejo', 'sertanejo pop', 'sertanejo universitario'];https://open.spotify.com/track/6gquljDBW7rE6mCBzmTRxo
2077;Mais Amor e Menos Drama - Ao Vivo;O Céu Explica Tudo (Ao Vivo);Henrique & Juliano;42923;168200;60;1;0,471;0,595;0,887;0;0,729;0,653;-5,841;0,0908;171,79;168200;4;['pagode', 'pagode novo'];https://open.spotify.com/track/2TihKW8ShdEEhKN3PSDEIq
2078;Lindo És + Só Quero Ver Você - Ao Vivo;Livres ao Vivo em São Paulo;Juliano Son;42855;447843;60;1;0,017;0,441;0,573;0,00000123;0,707;0,118;-7,924;0,0311;131,042;447843;4;['adoracao', 'brazilian gospel'];https://open.spotify.com/track/35IN0nKkbuQh4DMxIv4R1E
2079;Boomzim;Boomzim;Matuê;42753;185178;60;0;0,549;0,651;0,473;0;0,105;0,185;-10,25;0,413;139,86;185179;4;['r&b brasileiro', 'rap cearense', 'trap brasileiro'];https://open.spotify.com/track/0ByixslA2m1tDhBJTHv7Gw
2080;Duro Igual Concreto;Duro Igual Concreto;1Kilo;42940;305844;60;0;0,229;0,506;0,872;0;0,183;0,597;-6,827;0,3;114,982;305845;4;['brazilian edm', 'brazilian hip hop', 'pop rap brasileiro', 'trap brasileiro'];https://open.spotify.com/track/1BuSbqff6EcL8gkdkjaB63
2081;Human (Remix);Human (Remix);Vintage Culture;42979;211024;60;0;0,0402;0,828;0,849;0,00163;0,457;0,643;-5,25;0,0515;121,972;211024;4;['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'pop', 'trance', 'tropical house'];https://open.spotify.com/track/0bVp6yZEUrJzOm2agoFYZm
2082;Medida Certa;Medida Certa;Jorge & Mateus;42851;186816;60;1;0,58;0,617;0,872;0;0,111;0,837;-2,963;0,0946;176,093;186816;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/44mr3ypWNHa0inr3heiOb2
2083;Vivendo Aqui No Mato - Ao Vivo;Chalana, Churrasco E Viola (Ao Vivo);Trio Parada Dura;42909;223210;60;1;0,229;0,654;0,648;0;0,615;0,5;-4,28;0,0274;95,056;223211;3;['sertanejo', 'sertanejo pop', 'sertanejo tradicional', 'sertanejo universitario'];https://open.spotify.com/track/6CRiR9SG7apy1XDn8KtmjG
2084;A Rua;A Rua;Pacificadores;43018;261007;60;0;0,529;0,883;0,448;0,0000577;0,0835;0,404;-13,372;0,177;119,993;261008;4;['funk carioca', 'funk ostentacao', 'rap df'];https://open.spotify.com/track/1ZlLa0iUz0dzLaQMPa2J67
2085;3 Dias Virado;Só Explosão;Various Artists;43091;207157;60;0;0,0202;0,823;0,474;0;0,201;0,833;-9,29;0,0503;95,05;207158;4;['reggaeton', 'reggaeton flow'];https://open.spotify.com/track/4uD7ypL7pDmOiMiVX6TCCa
2086;Amigo Taxista;Um Novo Sonho - Deluxe;Zé Neto & Cristiano;42769;197969;60;1;0,61;0,626;0,897;0;0,756;0,528;-3,539;0,0583;137,891;197970;4;['sertanejo pop'];https://open.spotify.com/track/6LEFk0KHRfahO5pOMJlbdV
2087;Oh Meu Deus;A Milenar Arte De Meter O Louco;Projota;42944;181528;60;1;0,00149;0,728;0,796;0,000226;0,468;0,422;-4,224;0,0448;149,967;181528;4;['brazilian edm', 'brazilian hip hop', 'pop nacional'];https://open.spotify.com/track/6ZaQRwBNp3xWu5lpib6xO6
2088;Buttercup;Pop Food;Jack Stauber;42819;208026;80;1;0,723;0,705;0,373;0,81;0,289;0,551;-9,066;0,0384;120,046;208026;4;['pittsburgh indie'];https://open.spotify.com/track/2mlGPkAx4kwF8Df0GlScsC
2089;Amante Não Tem Lar - Ao Vivo;Realidade - Ao Vivo Em Manaus;Marília Mendonça;42800;173426;60;1;0,468;0,654;0,815;0;0,225;0,661;-4,976;0,058;135,095;173427;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/6P8v1a8jyfwG5kc7Si1kUp
2090;Se fosse tão fácil - Acústico;Se fosse tão fácil (Acústico);MAR ABERTO;42986;198193;60;1;0,842;0,509;0,139;0;0,182;0,691;-16,07;0,0385;95,007;198193;4;['folk brasileiro', 'nova mpb'];https://open.spotify.com/track/4IuWJzJRVZyyjyxcDdzpaE
2091;XO Tour Llif3;Luv Is Rage 2;Lil Uzi Vert;42972;182706;83;0;0,00264;0,732;0,75;0;0,109;0,401;-6,366;0,231;155,096;182707;4;['melodic rap', 'philly rap', 'rap', 'trap'];https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
2092;Eu Sei de Cor - Ao Vivo;Realidade - Ao Vivo Em Manaus;Marília Mendonça;42800;185586;59;1;0,286;0,739;0,897;0,0000336;0,914;0,384;-4,124;0,0686;123,827;185587;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/4SjkLzyFBVXaxuB6SbJyJN
2093;Happier;÷ (Deluxe);Ed Sheeran;42797;207520;82;1;0,536;0,522;0,385;0;0,135;0,236;-7,355;0,0288;89,792;207520;4;['pop', 'uk pop'];https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
2094;Inquilina - Ao Vivo;Xperience Na Praia (ao Vivo);Xand Avião;43042;245653;59;1;0,12;0,405;0,899;0,0000911;0,917;0,705;-6,406;0,0453;164,07;245653;4;['forro', 'piseiro'];https://open.spotify.com/track/0XwpOHWnRid52uc7IHSAot
2095;Todavia Me Alegrarei;Me Abraça Senhor;Leandro Soares;42803;360520;59;1;0,465;0,543;0,68;0;0,0912;0,217;-5,06;0,0301;133,927;360520;4;['adoracao'];https://open.spotify.com/track/7sIXp312fz0V6YAh7Azbmp
2096;K.O.;Vai Passar Mal;Pabllo Vittar;42968;155654;59;0;0,505;0,689;0,713;0;0,0846;0,922;-4,34;0,0398;155,04;155655;4;['art pop', 'dance pop', 'electropop', 'escape room', 'hyperpop', 'pop'];https://open.spotify.com/track/5zSiXA70xM4kuSt6qim6jl
2097;Transplante;Transplante;Marília Mendonça;43053;166091;59;1;0,607;0,663;0,703;0;0,132;0,651;-4,394;0,0386;107,562;166091;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/6uyMtLQXZ8amkLyv5l7F7O
2098;Jocelyn Flores;17;XXXTENTACION;42972;119133;87;0;0,469;0,872;0,391;0,00000413;0,297;0,437;-9,144;0,242;134,021;119133;4;['emo rap', 'miami hip hop'];https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
2099;Sun Goes Down;Sun Goes Down;Bruno Martini;42895;203586;62;0;0,389;0,838;0,752;0,00113;0,0822;0,901;-5,434;0,034;121,958;203586;4;['brazilian edm', 'edm', 'pop nacional'];https://open.spotify.com/track/2JpTwRVXioTZSdizBGAhUH
2100;More Than You Know;More Than You Know;Axwell /\ Ingrosso;42944;203000;79;0;0,0275;0,646;0,741;0;0,312;0,571;-4,973;0,034;123,077;203000;4;['big room', 'dance pop', 'edm', 'electro house', 'pop', 'tropical house'];https://open.spotify.com/track/6h5PAsRni4IRlxWr6uDPTP
2101;Meu Amor - Ao Vivo;O Céu Explica Tudo (Ao Vivo);Henrique & Juliano;42923;171306;59;1;0,595;0,403;0,871;0,00000869;0,352;0,775;-5,643;0,125;175,053;171307;4;['pagode', 'pagode novo'];https://open.spotify.com/track/3X5zRkzlpTiajlkI9QXQUz
2102;Silence;Silence;Marshmello;42958;180822;82;1;0,256;0,52;0,761;0,00000496;0,17;0,286;-3,093;0,0853;141,971;180823;4;['chicago rap', 'melodic rap'];https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
2103;Perfect Duet (Ed Sheeran & Beyoncé);Perfect Duet (Ed Sheeran & Beyoncé);Ed Sheeran;43069;259550;75;1;0,779;0,587;0,299;0;0,123;0,356;-7,365;0,0263;94,992;259550;3;['pop', 'uk pop'];https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
2104;Olho de Tigre;Olho de Tigre;Djonga;42941;238080;59;0;0,334;0,78;0,721;0;0,0459;0,493;-5,456;0,39;125,003;238080;4;['brazilian hip hop', 'funk carioca', 'pop rap brasileiro'];https://open.spotify.com/track/2GKpQ6rstJxrJTOHOTrBq8
2105;Stolen Dance;Stolen Dance;GHOSTT;43019;257560;59;1;0,00821;0,812;0,589;0,0000361;0,0789;0,772;-4,096;0,0551;123,018;257561;4;['emo rap', 'psychedelic hip hop', 'underground hip hop'];https://open.spotify.com/track/0DDaKcEPgD8640RBDWpUGk
2106;What They Want;There's Really A Wolf;Russ;42860;165853;78;0;0,484;0,71;0,404;0;0,0953;0,398;-10,04;0,379;139,553;165853;4;['rap', 'southern hip hop', 'tennessee hip hop', 'trap', 'vapor trap'];https://open.spotify.com/track/3pndPhlQWjuSoXhcIIdBjv
2107;Scared to Be Lonely;Scared to Be Lonely;Martin Garrix;42762;220883;79;0;0,0895;0,584;0,54;0;0,261;0,195;-7,786;0,0576;137,972;220883;4;['big room', 'dance pop', 'edm', 'electro house', 'pop', 'progressive house', 'tropical house'];https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
